review_index,score,content_preview,detected_problems,keywords_found,problem_count
1811,5,aplikasinya sangat membantu untuk yang sedang mencari pekerjaan.,['No_Problem_Detected'],[],0
1812,5,aplikasi ini sangat membantu dalam mencari pekerjaan. penggunaannya juga sangat mudah,['No_Problem_Detected'],[],0
1813,5,aplikasi sangat bagus dan bermanfaat dalam membantu pekerja.,['No_Problem_Detected'],[],0
1814,5,senang banget pake aplikasi siapkerja ini. memudahkan kita yang sulit cari kerjaan. pokoknya aplikas...,['No_Problem_Detected'],[],0
1815,5,"paket komplit banget, buat aku yg lagi ningkatin skill siap kerja juga. thanks siap kerja 👍",['No_Problem_Detected'],[],0
1816,5,aplikasi yg sgt bermanfaat... terutama bagi yg sedang cari pekerjaan.. good job kemnaker,['No_Problem_Detected'],[],0
1817,5,"sangat bermanfaat bagi pencari kerja, ngurus kartu kerja ga pakek ribet.",['No_Problem_Detected'],[],0
1818,5,"aplikasinya kok susah sekali masuknya...cuma loading aja, sudah waktunya klaim kpj yg kedua",['No_Problem_Detected'],[],0
1819,5,"apk siap kerja ini membantu banget bagi aku,pokonya rekomended deh buat kaliann installl dijamin ga ...",['No_Problem_Detected'],[],0
1820,5,"good job buat apknya,banyak lowongan kerja terus apknya jg membaantu saya untuk nyari kerjaan",['No_Problem_Detected'],[],0
1821,5,heran sama yg kasih rating jelek ini beneran bermasalah apa dianya yg gk ngerti makenya ya??? saya f...,['No_Problem_Detected'],[],0
1822,5,"daftar atau buat akun dari web dan ikuti petunjuk selanjutnya ,kalau sudah verifkasi lanjut login di...",['No_Problem_Detected'],[],0
1823,5,"makasih info lowongan nya, membantu banget buat aku yang lagi susah nyari kerjaa. emang terbaik bang...",['No_Problem_Detected'],[],0
1824,5,akhirnya aku nemuin aplikasi buat cari loker juga makasih siap kerja udah bantu aku buat mencari pek...,['No_Problem_Detected'],[],0
1825,5,"recommended banget buat yang lagi nyari lowongan pekerjaan, terima kasih siapkerja",['No_Problem_Detected'],[],0
1826,5,"thank you, aplikasi ini sangat memudahkan buat aku yang lagi nyari lowongan pekerjaan",['No_Problem_Detected'],[],0
1827,5,"siapkerja bener"" ngebantu bgt buat nyari tau lowongan yg sesuai sm kebutuhanku, makasihh siapkerja 👍",['No_Problem_Detected'],[],0
1828,5,berkat aplikasi ini saya mengetahui lowongan kerja dengan mudah dan cepat,['No_Problem_Detected'],[],0
1829,5,aplikasi yang sangat mempermudah saya dalam bekerja dan tidak sulit untuk digunakan,['No_Problem_Detected'],[],0
1830,5,aplikasi ini sangat membantu saya dalam mencari info lowongan kerja yang tersedia. terima kasih apli...,['No_Problem_Detected'],[],0
1831,5,"terimakasih infolowongannya,membantu banget untuk aku yang belum punya kerjaan,makasih siapkerjaa,re...",['No_Problem_Detected'],[],0
1832,5,"apk yang sangat sangat membantu, terimakasih untuk info loker nyaaa^",['No_Problem_Detected'],[],0
1833,5,apk nya sangat membantu dalam mencari lowongan kerja..informatif juga. terima kasih,['No_Problem_Detected'],[],0
1834,5,"yaallah terima kasih, alhamdulillah melalui aplikasi ini memudahkan saya untuk mencari pekerjaan. se...",['No_Problem_Detected'],[],0
1835,5,aplikasi sangat mudah di pahami dan mudah daftar kerja melalui aplikasi siap kerja,['No_Problem_Detected'],[],0
1836,5,melengkapi identitas saja selalu gagal!! kemitraan anda dengan ketenagakerjaan loh. tolong di perbai...,['No_Problem_Detected'],[],0
1837,5,sangat membantu dalam menambah ketrampilan dan membuka usaha bagi masyarakat. semoga lebih ditingkat...,['No_Problem_Detected'],[],0
1838,5,"aplikasii nya sangat baguss,membantu saya bangettt pokonya rekomendedd dehh buat di downloadd",['No_Problem_Detected'],[],0
1839,5,"sangat2 membantu sekali bgi kaum yg sdh kena phk,dan ada lowongan pekerjaan juga sesuai daerah.good ...",['No_Problem_Detected'],[],0
1840,5,setelah update kenapa jadi lelet dan untuk selvi wajah pun sering ber ulang ulang,['No_Problem_Detected'],[],0
1841,5,"terimakasih info lowongannya siap kerja, sangat banget membantu aku dan tementemen yang belum punya ...",['No_Problem_Detected'],[],0
1842,5,"nyaman tapi ya sudahlah mungkin sudah jalannya, namanya juga sistem yakan✍️",['No_Problem_Detected'],[],0
1843,5,"terimakasih apk ini sangat membantu bagi para pencari info loker, siap kerjaa",['No_Problem_Detected'],[],0
1844,5,wah aplikasi nya sangat bagus dan membantu aku dalam mencari kerja. makasih banyak,['No_Problem_Detected'],[],0
1845,5,"mohon maaf sebelumnya untuk bapak/ibu ,bantuan bsu dari pemerintah apakah adil untuk yg pekerja yg t...",['No_Problem_Detected'],[],0
1846,5,"mantap, sangattt berguna untuk saya dan aplikasinya sangat mudah digunakan",['No_Problem_Detected'],[],0
1847,5,aplikasi ini ngebantu aku banget buat cari informasi lowongan pekerjaan. makasih siapkerja 👍,['No_Problem_Detected'],[],0
1848,5,kerenn aplikasi. bisa banget buat yang mau cari cari lowongan pekerjaan,['No_Problem_Detected'],[],0
1849,5,pdahal udah ajukan klaim ke 3 tp tidak cair2... malah ada tampilan belum ikut kepesertaan jkp,['No_Problem_Detected'],[],0
1850,5,"makasiiih siapkerja, aplikasinya membantu banget untuk fresh graduate🙏",['No_Problem_Detected'],[],0
1851,5,"thankyou, apknya sangat membantu sekali. banyak info"" loker teupdate.",['No_Problem_Detected'],[],0
1852,5,ini aplikasi ngebantu banget buat kita para jobseeker buat nyari info info lowongan kerja,['No_Problem_Detected'],[],0
1853,5,aplikasinya sangat bagus dan membantu untuk mencari kerja,['No_Problem_Detected'],[],0
1854,5,aplikasinya membantu bgt buat aku yg fresh graduate yg lagi nyari kerjaaa tengkyuuu,['No_Problem_Detected'],[],0
1855,5,lama dan tidak membantu apapun. belum ada manfaatnya dan hanya sebatas aplikasi saja ya.,['No_Problem_Detected'],[],0
1856,5,aplikasi yg membantu bgt untuk aku buat nyari lowongan pekerjaan👍🏻,['No_Problem_Detected'],[],0
1857,5,"alhamdulillah ada aplikasi yang terpercaya buat nyari lowongan kerja, terima kasih. lagi nunggu hasi...",['No_Problem_Detected'],[],0
1858,5,aplikasi ini sangat membantu banyak orang untyk mencari lowongan pekerjaan,['No_Problem_Detected'],[],0
1859,5,apk ini sangat membantu sekali untuk pencaker yg sedang mencari pekerjaan 👍,['No_Problem_Detected'],[],0
1860,5,aplikasi siap kerja ini sangat membantu dan bermanfaattt!,['No_Problem_Detected'],[],0
1861,5,"meski bangak orang yang yang menilai aplikasi ini buruk,tapi dapat memudahkan untuk mencari loker..",['No_Problem_Detected'],[],0
1862,5,"banyak lowongannya, tampilan aplikasi juga bagus",['No_Problem_Detected'],[],0
1863,5,"banyak banget info lowongannya disini, sangat terbantu",['No_Problem_Detected'],[],0
1864,5,aplikasi siapkerja sangat berguna bagi temen temen yang nantinya siap untuk mencari kerja,['No_Problem_Detected'],[],0
1865,5,membantu banget buat aku si fresh gradution yang lagi nyari lowongan!,['No_Problem_Detected'],[],0
1866,5,"terima kasih info lowongannya, bener-bener membantu banget untuk aku yang belum punya kerjaan. makas...",['No_Problem_Detected'],[],0
1867,5,"makasi info lokernyaa, membantu saya banget untuk yang lagi nyari kerja, terimakasih siapkerja",['No_Problem_Detected'],[],0
1868,5,suka banget dengan kehadiran apk ini ngebantu banget buat kerja nantii,['No_Problem_Detected'],[],0
1869,5,aplikasinya keren banget membantu saya mencari referensi pekerjaan🤩,['No_Problem_Detected'],[],0
1870,5,proses daftar masuknya lama loading terus lama bgt admin gimana nie,['No_Problem_Detected'],[],0
1871,5,"sangat bagus, banyak fitur yang memudahkan untuk mencari pekerjaan di aplikasi ini.",['No_Problem_Detected'],[],0
1872,5,"udah lama nganggur, terimakasih siap kerja, dengan apk ini bisa membantu dlm cari kerja!!",['No_Problem_Detected'],[],0
1873,5,terima kasih siapkerja dengan aplikasi memudahkan saya untuk mencari lowongan kerja,['No_Problem_Detected'],[],0
1874,5,aplikasi ini cocok banget buat kalian lagi nyari lowongan kerja. banyak info lowongan kerja disini,['No_Problem_Detected'],[],0
1875,5,aplikasi ini sangat direkomendasikan untuk tujuan dapat memberikan pelayanan terbaik kepada masyarak...,['No_Problem_Detected'],[],0
1876,5,"terima kasih siapkerja, membantu dalam informasi lowongan kerja banget sih jadi memudahkan para penc...",['No_Problem_Detected'],[],0
1877,5,alhamdulillah dengan klaim jkp sangat bermanfaat dan semoga menjadi lebih baik lagi,['No_Problem_Detected'],[],0
1878,5,tolong ditingkat kan aplikasinya lagi masalah untuk mengisi biodata itu sulit sekali,['No_Problem_Detected'],[],0
1879,5,"makasih bangett atas adanya aplikasi ini sumpah membantu aku banget dalam mencari pekerjaan, terimak...",['No_Problem_Detected'],[],0
1880,5,aplikasi yang sangat bermanfaat untuk tenaga kerja dan aplikasi seperti ini harus terus dikembangkan...,['No_Problem_Detected'],[],0
1881,5,"membantu banget buat cari info lowongan kerja, thankyou siapkerja!",['No_Problem_Detected'],[],0
1882,5,aplikasinya sangat bermanfaat da informatif! #zessica_adkesmah,['No_Problem_Detected'],[],0
1883,5,"terimakasih info lowongan nya, bermanfaat banget buat aku yang lagi cari pekerjaan",['No_Problem_Detected'],[],0
1884,5,kok g bisa dibuka ya aplikasinya mentok ditampilan aja,['No_Problem_Detected'],[],0
1885,5,"aplikasinya keren bisa bantu aku yang belum dapet kerja, terima kasih siap kerja👍",['No_Problem_Detected'],[],0
1886,5,aplikasi siap kerja sangat bermanfaat untuk seluruh buruh di indonesia untuk prosfek & jenjang karir...,['No_Problem_Detected'],[],0
1887,5,kenapa app tdk bisa dibuka .... sesudah 2 x pencairan,['No_Problem_Detected'],[],0
1888,5,untuk manfaat tunai ke 6 harusnya di info ada penundaan 3 minggu agar user tidak kebingungan,['No_Problem_Detected'],[],0
1889,5,"jkp memang apk yg sangat luar biasa mantap, bagus 👍",['No_Problem_Detected'],[],0
1890,5,saya penting dengan aplikasi ini.saya udah berhenti dari perusahan.saya bingung cara mengurus uang p...,['No_Problem_Detected'],[],0
1891,5,aplikasinya memiliki fitur-fitur yang lengkap dan menarik,['No_Problem_Detected'],[],0
1892,5,aplikasi lelet sama kek kerja dpr,['No_Problem_Detected'],[],0
1893,5,aplikasi yang sangat bagus..sangat membantu untuk cari kerja,['No_Problem_Detected'],[],0
1894,5,"terima kasih buat info lowongannya, sangat membantu untuk mencari pekerjaan👍🏻",['No_Problem_Detected'],[],0
1895,5,terimakasih atas info² lowongannya. sangat berguna sekali bagi fresh graduate seperti saya🙏,['No_Problem_Detected'],[],0
1896,5,"kenapa tidak bisa login ,padhal email sama password udah benar ka",['No_Problem_Detected'],[],0
1897,5,aplikasi ini sangat membantu mencari kerja. saya dari perantauan mencari kerja di sini,['No_Problem_Detected'],[],0
1898,5,"terima kasih siapkerja, sangat membantu untuk aku yang lagi mencari pekerjaan, banyak info lowongan ...",['No_Problem_Detected'],[],0
1899,5,thanks siapkerja!! lumayan banget dapet info lowongan,['No_Problem_Detected'],[],0
1900,5,bagus tapi sering lemot hp sayah,['No_Problem_Detected'],[],0
1901,5,"sangat membantu sekali, mempermudah orang yang lagi cari kerja terimakasih",['No_Problem_Detected'],[],0
1902,5,aplikasi yang sangat bermanfaat dan juga mudah untuk digunakan👍,['No_Problem_Detected'],[],0
1903,5,"sangat membantu aku yg baru lulus kuliah nihh, terimakasih info lowongan kerjanya 😍",['No_Problem_Detected'],[],0
1904,5,"sekian lama nganggur, akhirnya bisa dapet kerja. terimakasih siapkerja, ngebantu banget..",['No_Problem_Detected'],[],0
1905,5,sangat bermanfaat untuk para lulusan yg ingin mencari kerja,['No_Problem_Detected'],[],0
1906,5,"keren, mudah digunakan dan kebutuhan akan pelatihan dan pekerjaan ada di sini yg pasti terpercaya.",['No_Problem_Detected'],[],0
1907,5,"makasih siapkerjaa, ngebantu bgt buat aku yg blm kerja dan lg nyari lowongan",['No_Problem_Detected'],[],0
1908,5,"terima kasih info lowongannya ,sangat membantu sekali bagi saya,semoga cepat dapat pekerjaan.",['No_Problem_Detected'],[],0
1909,5,"thanks siapkerja, memudahkan banget untuk kita yg lagi cari pekerjaan",['No_Problem_Detected'],[],0
1910,5,penggunaan aplikasinya cukup baik menurut saya dan tidak ribet,['No_Problem_Detected'],[],0
1911,5,aplikasi yang keren membantu saya mencari lowongan pekerjaan👍🏼,['No_Problem_Detected'],[],0
1912,5,sangat membantu untuk bekerja,['No_Problem_Detected'],[],0
1913,5,"ngebantu bgt, buat aku yang nyari-nyari lowongan, semoga ada yang keterima, terimakasih siap kerja.",['No_Problem_Detected'],[],0
1914,5,benar-benar ada atau nyata dan terbukti,['No_Problem_Detected'],[],0
1915,5,terimakasih informasi lowongan pekerjaannya terpercaya dan sangat membantu 👍,['No_Problem_Detected'],[],0
1916,5,"thankyou informasi lowowongannya, sangat membantu banget buat aku yang freshgraduate🙏",['No_Problem_Detected'],[],0
1917,5,sangat membantu dan efisien 🙏,['No_Problem_Detected'],[],0
1918,5,"baru gabung di siap kerja, membantu sekali buat aku yang siap kerja tp belum memiliki pekerjaan, ter...",['No_Problem_Detected'],[],0
1919,5,"aplikasi sampah,servernya time out mulu",['No_Problem_Detected'],[],0
1920,5,aplikasi yang sangat membantu bagi para pencari kerja,['No_Problem_Detected'],[],0
1921,5,"aplikasi ini sangat membantu banget untuk aku yang pengangguran, terimakasih siapkerja",['No_Problem_Detected'],[],0
1922,5,mengikuti pelatihan kerja secara gratis.. sangat membantu.,['No_Problem_Detected'],[],0
1923,5,"bagus aplikasi nya,, cuma trkdang akun suka eror mendadak apa itu dari sana nya.. trimaksih🤝",['No_Problem_Detected'],[],0
1924,5,terimakasih info lowongannya...bener2 sangat membantu sekali,['No_Problem_Detected'],[],0
1925,5,"bagus, membantu sekali untuk para pencari kerja",['No_Problem_Detected'],[],0
1926,5,informasi lowongan kerja nya sangat bermanfaat. terimakasih,['No_Problem_Detected'],[],0
1927,5,"terimakasih info lowongannya ,membantu banget untuk aku yang belum punya kerjaan",['No_Problem_Detected'],[],0
1928,5,"aplikasi ny bagus, membantu sekali buat saya yang belum punya kerja",['No_Problem_Detected'],[],0
1929,5,terima kasih info lokernya. sangat membantu para fresh graduate seperti saya.,['No_Problem_Detected'],[],0
1930,5,aplikasinya mudah digunakan dan sangat membantu,['No_Problem_Detected'],[],0
1931,5,info lowongannya sangat membantu banget untuk aku yang belum punya kerjaan makasih siap kerja,['No_Problem_Detected'],[],0
1932,5,ni kenapa cari loker memuat terus g biasa kaya gini,['No_Problem_Detected'],[],0
1933,5,sangat seruu dan informatif !,['No_Problem_Detected'],[],0
1934,5,membantu banget buat aku yg belum dapet kerja. terimakasih info lowongannya 🙏,['No_Problem_Detected'],[],0
1935,5,"terimakasih siapkerja, udah bantu buat pencari loker kaya aku 👌",['No_Problem_Detected'],[],0
1936,5,"sangat menolong sekali untuk saya yg kena phk dri februari , thks bpjs jkp",['No_Problem_Detected'],[],0
1937,5,"terimakasih info lowongan nya,sangat bermanfaat buat para jobseeker 🙏",['No_Problem_Detected'],[],0
1938,5,"terima kasih siapkerja, sangat bermanfaat bagi yg butuh lowongan",['No_Problem_Detected'],[],0
1939,5,"kepada tim jkp ysh. sudah 5 hari ini mulai tgl 11 juli s.d. 15 juli 2024, ketika upload file surat l...",['No_Problem_Detected'],[],0
1940,5,"makasi info lowongan nya, berguna banget buat yg lagi cari"" info lowongan",['No_Problem_Detected'],[],0
1941,5,"bagus,tapi kanapa susah masuk kan data diri saya sih,,",['No_Problem_Detected'],[],0
1942,5,aplikasinya membantu saya mencari pekerjaan. terima kasih,['No_Problem_Detected'],[],0
1943,5,"aplikasinya bagus dan sangat membantu, keren bgtt",['No_Problem_Detected'],[],0
1944,5,"terima kasih info lowongan nya, sangat membantu dalam mencari kerja",['No_Problem_Detected'],[],0
1945,5,sangat membantu dalam mencari kerjaan,['No_Problem_Detected'],[],0
1946,5,"tolong saya akun saya tidak bisa terbuka, lupa sandi, nomor hp tidak terpakai, email tidak terpakai",['No_Problem_Detected'],[],0
1947,5,kerenn aplikasinya membantu banget buat cari info kerja,['No_Problem_Detected'],[],0
1948,5,aplikasi yang sangat bagus tentunya banyak sekali manfaatnya 😆,['No_Problem_Detected'],[],0
1949,5,aplikasi yang sangat membantu saya mendapat info lowongan pekerjaan,['No_Problem_Detected'],[],0
1950,5,"makasih siapkerjaa, untuk aku yg lagi nyari kerja aplikasi ini bantu banget sih",['No_Problem_Detected'],[],0
1951,5,"terima kasih siapkerja, ini menolong banget buat cari kerjaan.",['No_Problem_Detected'],[],0
1952,5,"bermanfaat banget buat aku yg lagi cari kerja, makasih banyak siapkerja",['No_Problem_Detected'],[],0
1953,5,aplikasi ini sangat membantu untuk mencari pekerjaan,['No_Problem_Detected'],[],0
1954,5,mantap. aplikasi sangat membantu dan memudahkan pengguna,['No_Problem_Detected'],[],0
1955,5,aplikasinya sungguh bermanfaat bagi para pencari kerja. terimakasih siapkerja telah memberi kemudaha...,['No_Problem_Detected'],[],0
1956,5,aplikasi ini sangat membantu saya mencari dalam pekerjaan.,['No_Problem_Detected'],[],0
1957,5,apk ini sangat membantu untuk mencari pekerjaan,['No_Problem_Detected'],[],0
1958,5,bagus aplikasinya.. mempermudah pendaftaran siap kerja,['No_Problem_Detected'],[],0
