review_index,score,content_preview,detected_problems,keywords_found,problem_count
1026,1,sangat mengecewakan,['Other_Issues'],[],1
1027,1,aplikasi ini tidak berguna,['Other_Issues'],[],1
1028,1,ubah nmer telpon aja lama sekali,['Other_Issues'],[],1
1029,1,loker hoax ga ada kelanjutannya parah kemnaker,['Features_Functionality'],['ga ada'],1
1030,1,cara mengganti no hp bagaimana dan kode verifikasi di kirim ke email bagaimana?,['Other_Issues'],[],1
1031,1,payah mau buat laporan aja muter terus ga kelar²,['Customer_Service'],['laporan'],1
1032,1,aplikasi yang membingungkan,['Other_Issues'],[],1
1033,1,"tolollll, daftar aja gabisaaa",['Other_Issues'],[],1
1034,1,admin tolong diperhatikan kode otp kode otp kode otp lama sekali,['Other_Issues'],[],1
1035,1,"web lemot, aplikasi kaya sampah",['Performance_Speed'],['lemot'],1
1036,1,100% murni aplikasi bobrok,['Other_Issues'],[],1
1037,1,tidak bisa ganti paswd,['Other_Issues'],[],1
1038,1,dimintain tolong malah dihapus postingan gw,['Other_Issues'],[],1
1039,1,kalau ga niat gausah bikin aplikasi,['Other_Issues'],[],1
1040,1,"banyak orang korup nya , aplikasi norak lelet sistem nya",['Other_Issues'],[],1
1041,1,selalu kembali lagi....error,"['Performance_Speed', 'Crashes_Errors']","['lag', 'error']",2
1042,1,aplikasi mempersulit anak bangsa,['Other_Issues'],[],1
1043,1,tidak bisa daftar,['Other_Issues'],[],1
1044,1,"verifikasi foto untuk klaim jkp lama, tahap 6 dinyatakan gagal tanpa dikasih tau sebab akibatnya sya...","['Performance_Speed', 'Crashes_Errors']","['slow', 'gagal']",2
1045,1,sebenernya ini diurus gak ya? kok assessment gada tindak lanjut ya,['Other_Issues'],[],1
1046,1,infonesia cuma 10 provinsi aja ya ternyata yang di akui🥲,['User_Interface'],['ui'],1
1047,1,swa foto gagal terus 🤨,['Crashes_Errors'],['gagal'],1
1048,1,macem gak niat buat apk nya,['Other_Issues'],[],1
1049,1,reset kata sandi lama bgt.mana nunggu waktu 20 menitan.,['Login_Authentication'],['sandi'],1
1050,1,apk sampah... indonesia kementriannnya bobrok,['Other_Issues'],[],1
1051,1,banyak komentar jelek. ikutan ah. pemerintah indonesia bobrook,['Other_Issues'],[],1
1052,1,gjls apk teh ... udh di download ttp weh ke google.... ai mun dek pke link wae mah jengnaon aya apk ...,['Installation_Update'],['download'],1
1053,1,kode otpnya kok ga masuk² min waduh gimana siiii,['Login_Authentication'],['masuk'],1
1054,1,saya mendaftar kenapa erorr tolong perbaiki haduhh gimana hooiiiiii,['Other_Issues'],[],1
1055,1,aplikasi gajelas sering eror,['Other_Issues'],[],1
1056,1,"ku pikir ini bisa di daerah medan, ternyata dugaanku salah.",['Other_Issues'],[],1
1057,1,gak niat buat aplikasi kah?,['Other_Issues'],[],1
1058,1,jelek tidak bisa dibuka,['Other_Issues'],[],1
1059,1,gg gk bisa masuk,['Login_Authentication'],['masuk'],1
1060,1,jelek gk bisa melakukan klaim manfaatnya!!!,['Other_Issues'],[],1
1061,1,lama verifikasi e,['Other_Issues'],[],1
1062,1,mau verivikasi tdk bisa,['Other_Issues'],[],1
1063,1,gabisa ganti email akun payah,['Login_Authentication'],['akun'],1
1064,1,proses di persulit,['Other_Issues'],[],1
1065,1,aplikasi pemerintahan ga ada yang josss,['Features_Functionality'],['ga ada'],1
1066,1,apk tdk bisa di buka,['Other_Issues'],[],1
1067,1,aplikasi sontoloyo nggak jelas syarat aneh²,['Other_Issues'],[],1
1068,1,"menyusahakan, mau klaim hak saja bolak balik gagal alasan gak jelas, itu hak saya kalian sebagai pen...",['Crashes_Errors'],['gagal'],1
1069,1,tiba rilog gbsa masuk,['Login_Authentication'],['masuk'],1
1070,1,"aplikasi samp*h, kagak guna",['Other_Issues'],[],1
1071,1,ada yang tahu cara edit pengalaman kerja ?,['Other_Issues'],[],1
1072,1,jelek... ngelag terus....,['Performance_Speed'],"['lag', 'ngelag']",1
1073,1,keliat bet kerja pemerintah jeleknya,['Other_Issues'],[],1
1074,1,saya harap bisa membatu dengan baik. nanti ditambah bintangnya.,['Other_Issues'],[],1
1075,1,saya orang lebak banten ds mekarsari kec.rngkasbitung dan di aplikasi ini desa mekarsari tidak terda...,['Other_Issues'],[],1
1076,1,susah daftarnya,['Other_Issues'],[],1
1077,1,macet pas kode otp. hadeh benerin cuy,['Performance_Speed'],['macet'],1
1078,1,rusak aplikasi ne,['Crashes_Errors'],['rusak'],1
1079,1,gak bisa dibuka,['Other_Issues'],[],1
1080,1,gak guna sama sekali,['Other_Issues'],[],1
1081,1,apk nya tdk jelas,['Other_Issues'],[],1
1082,1,server eror bg...!!!! ya ampun panassss,['Other_Issues'],[],1
1083,1,buruk perihal pelayanan,['Other_Issues'],[],1
1084,1,jelek aplikasinya.,['Other_Issues'],[],1
1085,1,min no ktp saya sudah di daftarkan orang lain,['Other_Issues'],[],1
1086,1,jelek banyak bug,['Crashes_Errors'],['bug'],1
1087,1,aplikasi gak jelas.,['Other_Issues'],[],1
1088,1,kota malang tidak muncul,['Other_Issues'],[],1
1089,1,kaga guna ga bisa login,['Login_Authentication'],['login'],1
1090,1,pemerintah bikin apk ya gni wkwk,['Other_Issues'],[],1
1091,1,apk gk guna di hapus aj dari play store tolol,['Other_Issues'],[],1
1092,1,"hapus akun nya bagaimana , susah",['Login_Authentication'],['akun'],1
1093,1,apknya gabisa dibuka,['Other_Issues'],[],1
1094,1,duh ko sya g bisa daftar nama ibu saya ya,['Other_Issues'],[],1
1095,1,program tipuan pemerintah..bangscat,['Other_Issues'],[],1
1096,1,bapak president liat nih diperulit aplikasi ga bisa akses sama sekali pakkkkk,['Other_Issues'],[],1
1097,1,parah bug nya,['Crashes_Errors'],['bug'],1
1098,1,ikutan kasih bintang 1 ah biar viral,['Other_Issues'],[],1
1099,1,pengaduan malah di blok akun gua,['Login_Authentication'],['akun'],1
1100,1,"apk apa la ga jelas otp g masuk""",['Login_Authentication'],['masuk'],1
1101,1,wilayah rajeg tidak ada,['Features_Functionality'],['tidak ada'],1
1102,1,mana kiriman kode otp?,['Other_Issues'],[],1
1103,1,vermuk nya susah bgt dah,['Other_Issues'],[],1
1104,1,tidak berfaedah,['Other_Issues'],[],1
1105,1,apaan ni susah kali pun.di buka.,['Other_Issues'],[],1
1106,1,apk gak berfaedah,['Other_Issues'],[],1
1107,1,aplikasi blm siap pakai,['Other_Issues'],[],1
1108,1,memperibet penganggurann supayaa terus nganggur,['Other_Issues'],[],1
1109,1,enggak ramah user,['Other_Issues'],[],1
1110,1,"bapuk, app gajelas",['Other_Issues'],[],1
1111,1,aplikasi kaga guna,['Other_Issues'],[],1
1112,1,aplikasi dak jelazzz,['Other_Issues'],[],1
1113,1,gk jls bgt si orang lupa sandi mlh susah bgt,['Login_Authentication'],['sandi'],1
1114,1,apknya muter mulu,['Other_Issues'],[],1
1115,1,aplikasi gak jelas,['Other_Issues'],[],1
1116,1,apk binatang lelet kali,['Other_Issues'],[],1
1117,1,ap ini cok,['Other_Issues'],[],1
1118,1,ganti no hp susah otp ga muncul muncul,['Other_Issues'],[],1
1119,1,saya isi data profil susah,['Data_Sync'],['data'],1
1120,1,apk tidak bermutu,['Other_Issues'],[],1
1121,1,cara membuat ak 1 gimana😔,['Other_Issues'],[],1
1122,1,gajelas jgn di download,['Installation_Update'],['download'],1
1123,1,apk negeri tolol semua,['Other_Issues'],[],1
1124,1,lama banget verifikasinya,['Other_Issues'],[],1
1125,1,aplikasi nge leg,['Other_Issues'],[],1
1126,1,ga bisa mabar cik😂,['Other_Issues'],[],1
1127,1,kode otp gua mana woi,['Other_Issues'],[],1
1128,1,aplikasi menyusahkan,['Other_Issues'],[],1
1129,1,kurang memuaskan,['Other_Issues'],[],1
1130,1,aplikasi k*kbrut,['Other_Issues'],[],1
1131,1,aplikasi tdk berguna,['Other_Issues'],[],1
1132,1,parah ga bs digunakan blasss,['Other_Issues'],[],1
1133,1,mau ferifikasi susah bet,['Other_Issues'],[],1
1134,1,apk ga niat,['Other_Issues'],[],1
1135,1,bsu belum cair,['Other_Issues'],[],1
1136,1,aplikasi gak jelas.,['Other_Issues'],[],1
1137,1,aplikasi brok brok,['Other_Issues'],[],1
1138,1,sama kayak yg lain.,['Other_Issues'],[],1
1139,1,buruk sekali,['Other_Issues'],[],1
1140,1,ribet mau doang jga,['Other_Issues'],[],1
1141,1,lempar-lemparan tanggung jawab,['Other_Issues'],[],1
1142,1,aplikasi betaaa,['Other_Issues'],[],1
1143,1,payah ngelag mulu,['Performance_Speed'],"['lag', 'ngelag']",1
1144,1,mengecewakan,['Other_Issues'],[],1
1145,1,ga bisa dibuka,['Other_Issues'],[],1
1146,1,eror pas buat akun,['Login_Authentication'],['akun'],1
1147,1,mencoba dulu,['Other_Issues'],[],1
1148,1,ga bisa di buka,['Other_Issues'],[],1
1149,1,bikin susah parah tkii,['Other_Issues'],[],1
1150,1,otp nya gak mauu woyy,['Other_Issues'],[],1
1151,1,aplikasi tipu-tipu,['Other_Issues'],[],1
1152,1,mohon diperbaiki,['Other_Issues'],[],1
1153,1,g bisa masuk,['Login_Authentication'],['masuk'],1
1154,1,isi biodata eror trus,['Data_Sync'],['data'],1
1155,1,aplikasi terburuk,['Other_Issues'],[],1
1156,1,apk ngeleg sing jelas gati wake pang liu gati daftar ulang gen isi data,['Data_Sync'],['data'],1
1157,1,"aplikasi lemooooooooooooottttt paraaaaaahhhhhhh, antrian bnyak gerainya cuma 1 admin , bad",['Other_Issues'],[],1
1158,1,ngelek parahhhhhhhhhhhh padahl sinyal bagus,['Network_Connection'],['sinyal'],1
1159,1,list loker selalu error,['Crashes_Errors'],['error'],1
1160,1,"server ancur""an",['Other_Issues'],[],1
1161,1,format error mulu,['Crashes_Errors'],['error'],1
1162,1,apk lag parah,['Performance_Speed'],['lag'],1
1163,1,bug!,['Crashes_Errors'],['bug'],1
1164,1,aplikasi gagal,['Crashes_Errors'],['gagal'],1
1165,1,aplikasi sampah,['Other_Issues'],[],1
1166,1,lemottt banget,['Performance_Speed'],['lemot'],1
1167,1,absolute corrupt,['Other_Issues'],[],1
1168,1,login lama,['Login_Authentication'],['login'],1
1169,1,ngebug mulu,['Crashes_Errors'],['bug'],1
1170,1,sering ngebug,['Crashes_Errors'],['bug'],1
1171,1,apps lemot,['Performance_Speed'],['lemot'],1
1172,1,ngebug mulu,['Crashes_Errors'],['bug'],1
1173,1,aplikasi jelek,['Other_Issues'],[],1
1174,1,error mulu,['Crashes_Errors'],['error'],1
1175,1,ngak bagus,['Other_Issues'],[],1
1176,1,apk gjls,['Other_Issues'],[],1
1177,1,aplikas lemot,['Performance_Speed'],['lemot'],1
1178,1,nyusahin,['Other_Issues'],[],1
1179,1,sampah,['Other_Issues'],[],1
1180,1,payah,['Other_Issues'],[],1
1181,1,gajelas,['Other_Issues'],[],1
1182,1,zonkkkkkkkkkkkk,['Other_Issues'],[],1
1183,1,jelek,['Other_Issues'],[],1
1184,1,ngelag,['Performance_Speed'],"['lag', 'ngelag']",1
1185,1,lemot,['Performance_Speed'],['lemot'],1
1186,1,🤬,['Other_Issues'],[],1
1187,1,burik,['Other_Issues'],[],1
1188,1,"apk nya error mulu, mantap",['Crashes_Errors'],['error'],1
1189,1,ga maju maju ni negara,['Other_Issues'],[],1
1190,1,aplikasi busuk!,['Other_Issues'],[],1
1191,1,"aplikasi error,",['Crashes_Errors'],['error'],1
1192,1,aplikasi jelek,['Other_Issues'],[],1
1193,1,aplikasi naudzubillah,['Other_Issues'],[],1
1194,1,apk gajelas,['Other_Issues'],[],1
1195,1,aplikasi haram,['Other_Issues'],[],1
1196,1,errorrrr terossss,['Crashes_Errors'],['error'],1
1197,1,aplikasi gajelas,['Other_Issues'],[],1
1198,1,ga jelas,['Other_Issues'],[],1
1199,1,sulit,['Other_Issues'],[],1
1200,1,eror,['Other_Issues'],[],1
1201,1,jelek,['Other_Issues'],[],1
1202,1,sorry it's bad apk. bad pelayanan online mauupun offline di tempat disnaker untuk bagian pembuat kar...,['Network_Connection'],['offline'],1
1203,1,profil isi selanjutnya tapi error mulu,['Crashes_Errors'],['error'],1
1204,1,aplikasi nyusahin..,['Other_Issues'],[],1
1205,1,aplikasi malware,['Other_Issues'],[],1
1206,1,apk taekk,['Other_Issues'],[],1
1207,1,buruk,['Other_Issues'],[],1
1208,1,🍑,['Other_Issues'],[],1
1209,1,🚮,['Other_Issues'],[],1
1210,1,gaji elit bikin apk sulittt #kakekzeus,['Other_Issues'],[],1
1211,1,ga guna!,['Other_Issues'],[],1
1212,1,lola bngt,['Other_Issues'],[],1
1213,1,bikin ribet,['Other_Issues'],[],1
1214,1,aplikasi amsiong,['Other_Issues'],[],1
1215,1,apk eror,['Other_Issues'],[],1
1216,1,nyusahin,['Other_Issues'],[],1
1217,1,tidak bagus,['Other_Issues'],[],1
1218,1,gajelas,['Other_Issues'],[],1
1219,1,sulit,['Other_Issues'],[],1
1220,1,angel,['Other_Issues'],[],1
1221,1,pas daftar selalu something wrong muluu,['Other_Issues'],[],1
1222,1,kesalahan server mulu 🤕🤦,['Other_Issues'],[],1
1223,1,aplikasi bodoh🖕,['Other_Issues'],[],1
1224,1,aplikasi aneh.,['Other_Issues'],[],1
1225,1,error teros,['Crashes_Errors'],['error'],1
1226,1,cacat,['Other_Issues'],[],1
1227,1,jelek,['Other_Issues'],[],1
1228,1,aplikasi sampah.,['Other_Issues'],[],1
1229,1,lemot banget,['Performance_Speed'],['lemot'],1
1230,1,bad,['Other_Issues'],[],1
1231,1,ga ngerti tujuan aplikasi ini apa? berapalah anggaran negara habis membuat aplikasi useless seperti ...,['Other_Issues'],[],1
1232,1,udah paling bener paakai apk sisnaker,['Other_Issues'],[],1
1233,1,applikasi buruk,['Other_Issues'],[],1
1234,1,aplikasi gagal,['Crashes_Errors'],['gagal'],1
1235,1,apk busuk,['Other_Issues'],[],1
1236,1,aplikasi gblq,['Other_Issues'],[],1
1237,1,eror terus,['Other_Issues'],[],1
1238,1,gk jelas,['Other_Issues'],[],1
1239,1,apk gembleng,['Other_Issues'],[],1
1240,1,aplikasi sampah,['Other_Issues'],[],1
1241,1,ngeleg parah,['Other_Issues'],[],1
1242,1,gak jelas,['Other_Issues'],[],1
1243,1,aplikasi cacat,['Other_Issues'],[],1
1244,1,jelekk,['Other_Issues'],[],1
1245,1,sampah,['Other_Issues'],[],1
1246,1,error,['Crashes_Errors'],['error'],1
1247,1,kureng,['Other_Issues'],[],1
1248,1,keren,['Other_Issues'],[],1
1249,1,fufuufafaa,['Other_Issues'],[],1
1250,1,lemot,['Performance_Speed'],['lemot'],1
1251,1,ok,['Other_Issues'],[],1
1252,1,jelek,['Other_Issues'],[],1
1253,1,perbaiki 👎👎👎👎,['Other_Issues'],[],1
1254,2,"aplikasinya emang sering bug ya? padahal udah bikin akun tapi tiba tiba hilang, waktu masuk ke apk n...","['Login_Authentication', 'Performance_Speed', 'Crashes_Errors', 'Features_Functionality', 'Data_Sync']","['masuk', 'akun', 'lemot', 'lag', 'bug', 'hilang', 'data']",5
1255,2,ini negri yang ga mau introspeksi . sekelas aplikasi untuk satu negri saja seperti ini banyak masala...,"['Features_Functionality', 'Payment_Transaction']","['tidak ada', 'pembayaran', 'bayar']",2
1256,2,"tolong min, diperbaharui lg apknya ini knapa makin ksini makin lemot aja, mau klaim tp g bsa krn mis...","['Performance_Speed', 'Crashes_Errors', 'User_Interface']","['lemot', 'loading', 'error', 'ui']",3
1257,2,kenapa kalau mengklik pelatihan selalu diarahkan ke browser/chrome? saya kira semua fitur bisa diaks...,"['Performance_Speed', 'Features_Functionality', 'Installation_Update']","['lag', 'fitur', 'install']",3
1258,2,ada masalah saat pemberian kode otp tidak lekas muncul dan perlu menunggu 20 menit untuk mengirim la...,"['Login_Authentication', 'Performance_Speed', 'User_Interface']","['login', 'lag', 'menu']",3
1259,2,sebenarnya apk sangat bagus . untuk cari lowongan kerja cuma bug nya minta ampun susah kalo muat car...,"['Login_Authentication', 'Crashes_Errors']","['masuk', 'bug']",2
1260,2,"banyak banget bug nya, gatau lagi mau ngomong apa, karena sudah banyak yang ngasih rating jelek di a...","['Login_Authentication', 'Performance_Speed', 'Crashes_Errors']","['masuk', 'lag', 'bug']",3
1261,2,1- yang sangat fatal loading lama udh ganti ganti jaringan tetep sama dan kaya gak guna ini apk kalo...,"['Performance_Speed', 'Network_Connection']","['loading', 'jaringan']",2
1262,2,"dimohon banget kepada admin untuk baca ulasan ini, saya pernah melamar kerja lewat apk ini tapi mala...","['Login_Authentication', 'Security_Privacy']","['akun', 'keamanan']",2
1263,2,"pilihan alamat domisili ga lengkap.. untuk bekasi kota itu ga ada, sama pilihan kecamatan rawalumbu ...","['Login_Authentication', 'Features_Functionality']","['akun', 'ga ada']",2
1264,2,"belum bisa search lokasi pencari kerja secara real-time, ketika lokasi diubah maka lowongan yang dit...",['Other_Issues'],[],1
1265,2,kenapa si tiap buka buka dalem aplikasinya malah ddi redirect ke browser bukan nya stay di aplikasi....,['Other_Issues'],[],1
1266,2,sekelas apk punya pemerintah kwalitas dan fungsinya minus.. seminggu ini udah ga bisa masuk informas...,"['Login_Authentication', 'Features_Functionality', 'Installation_Update']","['masuk', 'ga bisa masuk', 'fungsi', 'upgrade']",3
1267,2,"klik karir hub dan pilih pekerjaan luar negri tidak bisa, bisanya cm di akses via komputer, jdi apli...",['Other_Issues'],[],1
1268,2,tiba-tiba dapat sms dari kemnaker kalo terdaftar program jkp. tapi datanya pun salah bukan data saya...,"['Login_Authentication', 'Data_Sync']","['akun', 'data']",2
1269,2,"tidak bisa masuk akun padahal benar semua aneh bgt,dan kode otp gk ada dikirim aneh,ini aplikasi men...","['Login_Authentication', 'Data_Sync']","['masuk', 'akun', 'tidak bisa masuk', 'data']",2
1270,2,"penulisan nilai di form pendidikan bermasalah, tanda titik dan koma tidak bisa diinput sedangkan nil...",['Other_Issues'],[],1
1271,2,"hallo, saya sebelumnya udah login di aplikasi ini. terus pas saya buka lagi kok gak bisa kebuka. pad...","['Login_Authentication', 'Performance_Speed']","['login', 'lag']",2
1272,2,"ini apk apaan yah. di suruh download apk siapkerja sama pihak dinsaker, tapi pas udah daftar akun ma...","['Login_Authentication', 'Installation_Update']","['akun', 'download']",2
1273,2,dapat sms kalo sudah terdaftar di jkp trus di suruh buat akun siapkerja...lah giliran mau buat akun ...,['Login_Authentication'],['akun'],1
1274,2,"aku baru download hari ni mau daftar akun tapi tidak bisa, katanya no.ktp sudah di gunakan,padahal a...","['Login_Authentication', 'Installation_Update']","['akun', 'download']",2
1275,2,"sudah buat aku, sedang proses pencairan jkp, akun suka keluar sendiri giliran mau masuk lagi dg aku ...","['Login_Authentication', 'Performance_Speed', 'Crashes_Errors']","['masuk', 'akun', 'lag', 'keluar sendiri']",3
1276,2,"kenapa ngga bisa dapet otp padahal udah ada pulsa, memori ga penuh, nomer masi aktif tp ttp ga bisa",['Other_Issues'],[],1
1277,2,sudah dicoba terus tidak bisa mengikuti program pelatihan sama programnya kok cuma sedikit,['Other_Issues'],[],1
1278,2,aplikasi pemerintah gk ada yg bener. semua rating di bawah 3. asal dapat dana bikin aplikasi asal ja...,['User_Interface'],['ui'],1
1279,2,"sering erorr, bahkan sudah melakukan swapfoto pun tidak tersimpan meskipun sudah berulang kali dilak...","['Crashes_Errors', 'Data_Sync']","['rusak', 'tidak tersimpan']",2
1280,2,"aku dari web pindah ke aplikasi ini, pas buka aplikasi nya mau ke tampilan karirnya malah disuruh ke...","['Performance_Speed', 'User_Interface']","['lag', 'tampilan']",2
1281,2,jika aplikasi sudah bentuk app jangan lempar ke web lagi. sama saja ktp elektronik minta fotokopi 😅,['Performance_Speed'],['lag'],1
1282,2,"apk sekelas pemerintah malah kaya gini, email gw ga pernah daftar malah tulisan nya malah terdaftar ...",['Other_Issues'],[],1
1283,2,mending ngak usah pakai aplikasi kaya gini dech.. kadang ngak muncul dihp saya padahal dibuka di kom...,['Other_Issues'],[],1
1284,2,"banyak yang perlu diperbaiki baik fitur, fungsinya dan untuk klaim jkp sering terjadi kendala inform...","['Features_Functionality', 'Customer_Service']","['fitur', 'fungsi', 'support', 'contact']",2
1285,2,kenapa lelet sekali ini aplikasi.. ampun dah . lelet nya minta ampun. bukan salah dari hp nya yah.. ...,['Other_Issues'],[],1
1286,2,"applikasi pemerintahh!!! yang dimana sangat tidak membantu, terutama saat pergantian no tlfn dan ema...",['Other_Issues'],[],1
1287,2,"udh ngisi biodata lengkap, tapi gak bisa daftar pencari kerja nya... gimana sih... selalu error tuli...","['Crashes_Errors', 'Data_Sync']","['error', 'data']",2
1288,2,"apakah aplikasi ini lulus qc? proses swap poto membingungkan, kepala saya hampir coplok mutar muter ...",['Other_Issues'],[],1
1289,2,"bagian edit profil dan ubah nama ketika nama sudah di ubah setelah di simpan, nama tetap tidak berub...",['Other_Issues'],[],1
1290,2,"klaim jkp susah banget,sudah isi semua data tapi ketika upload berkas tidak bisa padahal ukuran doku...",['Data_Sync'],['data'],1
1291,2,"bintang 2 banyak terjadi bug atau apa, contoh nya saat saya mau maelakukan proses asesmen serta saat...",['Crashes_Errors'],['bug'],1
1292,2,gila ini aplikasi bisa bisa nya saya tidak terdaftar secara nik jelas jelas saya pindah dari pekanba...,"['Performance_Speed', 'Installation_Update']","['lag', 'update']",2
1293,2,"ini kenapa saya tidak bisa daftar, pas mau daftar malah ada tulisan nik ktp sudah terpakai, padahal ...",['Other_Issues'],[],1
1294,2,saya mau melengkapi data di profil kox gak bisa ya??dari kemarin loh saya mau melengkapi data untuk ...,['Data_Sync'],['data'],1
1295,2,"tidak ada menu ubah no hp di pengaturan akun, kalo lewat website otp ubah no hp tidak terkirim, sist...","['Login_Authentication', 'User_Interface', 'Features_Functionality']","['akun', 'menu', 'tidak ada']",3
1296,2,"loading lama ,gangguan terus ,kurng kondusif kalau gini",['Performance_Speed'],['loading'],1
1297,2,"aktivasi ga masuk masuk, susah bgt ya? otp nya itu loh.. bukannya memper mudah malah mempersilit, me...",['Login_Authentication'],['masuk'],1
1298,2,kedepan aplikasi siap kerja bisa membantu membuka akses informasi lowongan kerja yg transparan & men...,['Features_Functionality'],['hilang'],1
1299,2,"performa aplikasi buruk, slow dan masih butuh penjelajahan web, tidak stay di aplikasi.",['Performance_Speed'],['slow'],1
1300,2,assalamualaikum ini kenapa di hp saya tidak bisa di buka ??? apaakah solusi dari ini ?? saya ingin m...,"['User_Interface', 'Customer_Service']","['ui', 'support']",2
1301,2,mohon untuk disempurnakan kembali aplikasi nya. terlalu sering error support. sayang sumber dana leb...,"['Crashes_Errors', 'Customer_Service']","['error', 'support']",2
1302,2,aplikasi nya sering bug.dan buka lowongan kerja selalu gk bisa.mempersulit rakyat,['Crashes_Errors'],['bug'],1
1303,2,kenapa jadi error aplikasi nya.. apakah ini permainan biar tidak bisa klaim jkp,['Crashes_Errors'],['error'],1
1304,2,tolong jika mau ubah password bisa verifikasi dengan email lah karena no hp terkadang sudah tidak ak...,['Login_Authentication'],['password'],1
1305,2,"mohon diperbaiki, saya mencoba beberapa kali upload berkas yang diperlukan dan meng klik ikuti pelat...",['Crashes_Errors'],['error'],1
1306,2,"mohon maaf, kenapa saya daftar tetapi belum bisa dan ada notif (sedang menyiapkan profil kamu), berj...",['Customer_Service'],['bantuan'],1
1307,2,tolong perbaiki tidak bisa memasukkan koma pada nilai akhir sekolah. masalah ini harap diperbaiki,['Login_Authentication'],['masuk'],1
1308,2,"belum daftar, tapi waktu pendaftaran ada keterangan nik sudha terdaftar",['Other_Issues'],[],1
1309,2,saya baru download karena untuk mendaftar yang teknik otomotif ketika di klik malah kembali ke halam...,['Installation_Update'],['download'],1
1310,2,akun saya ter log out saya tidak bisa login terus sampai saat ini padahal akun sudah terdaftar lama.,['Login_Authentication'],"['login', 'akun']",1
1311,2,cara klaim jkp tidak jelas...asesmen error tidak bisa diakses...buka dibrowser bad gateway...duh duh...,['Crashes_Errors'],['error'],1
1312,2,kok apk sering log out sendiri sih..mau edit data pun juga tidak bisa,['Data_Sync'],['data'],1
1313,2,"mau ngerubah domisili tidak bisa,,tertera ""the identity village field is required"" padahal udah ke i...","['Performance_Speed', 'User_Interface']","['lag', 'ui']",2
1314,2,setiap minta otp error mulu kasih bintang 2 dulu kalo udah gak error baru tambah bintang,['Crashes_Errors'],['error'],1
1315,2,pusing dibawa kewebsite mulu udah diwebsite muter muter trus nggak ada halaman kelas yang sedang dii...,"['Network_Connection', 'Features_Functionality']","['offline', 'gak ada']",2
1316,2,saat memasukkan nama ibu kandung salah terus padahal sudah sesuai tolang perbaiki databasenya jadi g...,"['Login_Authentication', 'Data_Sync']","['masuk', 'data']",2
1317,2,"mengikuti pelatihan instalasi listrik rumah sederhana dari bulan februari s/d awal bulan april, namu...",['Other_Issues'],[],1
1318,2,"ini gimana cerita nya di suruh install aplikasi malah di lempar ke browser, percuma donk pake aplika...",['Installation_Update'],['install'],1
1319,2,sudah masukin 8 lamaran sekitar 2 mingguan lebih tapi belum ada juga yang merespon bener gak sih ini...,['Login_Authentication'],['masuk'],1
1320,2,mohon maaf aplikasinya tolong di perbaiki untuk akses skil hub trus mengikuti pelatihan tidak bisa,['Other_Issues'],[],1
1321,2,tombol keluar apk gak ada .. dan kadang pula sering error leg,"['Crashes_Errors', 'User_Interface', 'Features_Functionality']","['error', 'tombol', 'gak ada']",3
1322,2,"sepertinya error, tidak bisa menampilkan deskripsi pekerjaan",['Crashes_Errors'],['error'],1
1323,2,lucu banget ni udh dilampirin surat dr perusaan. masa tiba2 notif nya katanya masih terdaftar bekerj...,['Other_Issues'],[],1
1324,2,kanapa apk nya susa kalau mau login masuk ngebuk tolong di perhatikan soalnya mau klaim jkp susanya ...,['Login_Authentication'],"['login', 'masuk']",1
1325,2,lah fungsinya apa aplikasi ini klo akses apa-apa di teruskan ke browser🤔,['Features_Functionality'],['fungsi'],1
1326,2,min kok skarang mau klaim jkp ga bisa teruz sie. mau masuk ke menu klaim nya muter terus. ada apa d ...,"['Login_Authentication', 'User_Interface']","['masuk', 'menu']",2
1327,2,"kecewa parah webside kemenaker gabisa dibuka untuk lihat lowongan side ke 2 sampe last side muter"" p...",['Other_Issues'],[],1
1328,2,kenapa aplikasi nya eror terus gak bisa masuk akun,['Login_Authentication'],"['masuk', 'akun']",1
1329,2,ini kenapa ga bisa login login ya?,['Login_Authentication'],['login'],1
1330,2,mau login ga bisa kode otp ga masuk,['Login_Authentication'],"['login', 'masuk']",1
1331,2,perlu di tingkatkan... masih bingung ane,['Other_Issues'],[],1
1332,2,"mau login susah, kirim otp via sms lambreta, gimana sih? ngeliat ulasan yang lain saya makin skeptis...",['Login_Authentication'],['login'],1
1333,2,untuk pencarian id ctki knpa masih belum bisa ya?,['Other_Issues'],[],1
1334,2,udh 100% kok gk bisa selesai download nya,['Installation_Update'],['download'],1
1335,2,mau ngisi di bagian kk tapi gak bisa di scrool pada kolom bulan nya.. hadehhh,['Other_Issues'],[],1
1336,2,min tolong dong servernya di update masa dari kemaren daftar percari kerja eror mulu sih,['Installation_Update'],['update'],1
1337,2,salah isi survey tidak bisa dirubah lagi aplikasi sangat membingungkan orang orang,['Performance_Speed'],['lag'],1
1338,2,tolong min saya lupa password untuk log in dan nomor hp nya udh ilang cara agar bisa log in kembali ...,['Login_Authentication'],"['password', 'lupa password']",1
1339,2,bekerja dalam negeri/diluar negeri,['Other_Issues'],[],1
1340,2,kenapa ga bisa masuk yah padahal ram hp standar kasuh bintang 2,['Login_Authentication'],"['masuk', 'ga bisa masuk']",1
1341,2,"pas mau melengkapi biodata pas di bagian lokasi sesuai ktp, tapi kabupaten yang ada di ktp aja gak a...","['Features_Functionality', 'Data_Sync']","['gak ada', 'data']",2
