score,user,message,date,thumbs_up,reply_content
5,Iftitah Naura Amaliah,Bagus dan sangat membantu.,2022-12-29 01:05:11,0,
5,M Rhofi,Alhamdulillah membantu sya yg baru kena phk,2024-03-18 18:08:55,0,
5,XI-1 M Alfath Azka A,sangat berguna bagi banyak kalangan di masyarakat,2023-01-24 03:59:12,0,
5,amelia fiany ahsan,Terimakasih siap kerja memudahkan saya untuk mencari pekerjaan,2023-01-15 13:10:22,0,
5,Maulana Luthfi Ghalib,Keren aplikasi ini sangat berguna buat saya,2023-01-19 11:31:54,0,
5,Imelda Rahayu,Aplikasinya bermanfaat sekali!!,2023-01-18 13:26:35,0,
5,Siska Setiawan,Terimakasih ada info lowongan kerja,2022-12-25 06:14:46,0,
5,Nining Lestari,Prosesnya cepat aman dan amanah,2023-10-11 02:38:25,0,
5,Nursinah,Aplikasi ini sangat berguna dan bermanfaat,2022-12-27 09:44:31,0,
5,Putra Fajar,Aplikasi ini sangat bagus dan berguna,2023-01-18 03:45:59,0,
5,Nana,Membantu banget untuk aku yang belum ada kerjaan..,2023-01-05 05:12:59,0,
5,28 rifki alhakima Putra,aplikasi yang sangat membantu,2023-01-24 11:49:39,0,
5,Neng Adem,Akun siap kerja sangat membatu,2023-02-12 02:55:22,0,
5,Sefi Alfiana,"Bagus,banyak ilmu yg d dapatkan,",2023-06-28 00:33:13,0,
5,Aliya humairo,Saya berpengalaman sebagai art (asisten rumah tangga),2023-01-23 13:12:37,0,
5,Nahak Emanuel,Saya bersyukur karena di tempat ini saya dapat banyak ilmu tentang ac,2023-04-04 03:30:27,0,
5,Djayusman Iskandar,Saya operator produksi mesin ring spining mengerjakan proses sliper menjadi benang,2023-11-20 02:43:11,0,
5,Piki Ramdani,Aplikasi ini sangat bagus sekali.,2023-01-18 13:17:00,0,
5,Debby Widya,Digital Marketing BLKI Aceh Utara mantap banget,2024-06-08 09:44:51,0,
5,NIZAL RENDRA,Sekarang ko lama loadingnya,2025-01-06 01:07:20,0,
5,Adelia Agustina,"Apknya kerenn banget, ngebantu bngett",2023-01-23 07:19:11,0,
5,muhammad fajar,Gooooood semoga dapet kerja jadi bawahannya mentri,2023-09-16 12:00:47,0,
5,vinnzzy,Alhamdulillah bisa membantu perekonomian,2023-09-26 13:28:01,0,
5,I Ɔ2И_NY,Tambahkan kustomisasi CV biar jelas nanti pas lamar kerja,2023-10-21 04:58:50,0,
5,Andriyanto,ga busa d buka macet,2023-06-20 20:10:45,0,
5,AL Saja,Aplikasi yang sangat bagus,2023-10-07 15:27:15,0,
5,Kang Parman,saya coba download lama banget,2024-10-08 15:13:51,0,
5,Neng Eni05,Sangat membantu saya yang sudah terkena PHK,2023-01-18 12:14:23,0,
5,hanis 23,Yeahhh manfaat nya luar biasa,2024-01-25 11:07:19,0,
5,Siti Markamah,Dimana saya mau bekerja saya memerlukan aplikasi ini,2023-03-21 00:28:10,0,
5,Mastri Ok,Sangat bermanfaat banget bagi saya,2024-07-25 11:07:10,0,
5,Evi Riana,Kenapa tidak bisa di buka,2023-03-15 09:47:36,0,
5,Muhammad Nijar,Sangat Bermanfaat Sekali,2024-06-05 05:27:42,0,
5,Much. Fatchur Rozaq,Sangat bermanfaat untuk putra putri bangsa Indonesia,2024-03-06 00:43:23,0,
5,Fredy kharisma Yudha,"Bismillah.,semoga dapat Pekerjaan yg Bagus dari sebelumnya.,",2023-01-19 09:51:59,0,
5,Faisal Alfarist,Tolong ditingkatkan lagi,2024-11-10 08:01:18,0,
5,Ade Gunawan,Memberikan bantuan pada yg terdampak phk,2025-01-13 13:56:51,0,
5,madum ibrahim,Sangat bagus dan membantu,2024-02-23 21:51:49,0,
5,Aung MAULANA,mantapp aplikasi nya,2024-07-04 07:00:02,0,
5,Srono Banyu,bagus dan membantu,2022-11-04 04:55:20,1,
5,Muchammad Solichin,Berharap dapat kerja yg sesuai dengan DISNAKER,2022-10-25 16:30:01,0,
5,Zahwa Wawa,Tolong di mudahkan,2023-11-22 13:22:14,0,
5,Yohanis Tonapa,Ini tidak bisa dibuka,2023-12-28 10:45:12,0,
5,PD ARBON,Sangat membantu saya,2024-07-08 08:48:25,0,
5,Mohammad Alshar,SANGAT BERMANFAAT BAGI KITA YG KEHILANGAN PEKERJAAN,2024-04-18 06:47:04,0,
5,teguh hartato,"BKD nya ramah2, Mba Ning jelas dalam menjelaskan",2023-03-30 02:57:34,0,
5,Nahdatul Rezkia,Berfungsi juga,2024-03-06 07:29:53,0,
5,Lalu Saleh,Knapa gk bisa dibuka,2023-04-14 03:24:49,0,
5,poltangan city,Sangat membantu,2023-09-19 04:05:03,0,
5,Candra Wahyuddi,Sangat membantu,2023-06-20 07:31:25,0,
5,Riyan azi saputra,Sangat membantu,2024-06-05 02:44:59,0,
5,MOHAMMAD YUSFI L,Rill cuy gw download 1 menit kemudian jadi presiden 🥶😋,2022-11-24 02:56:12,0,
5,sandy wijaya,Sangat membantu,2023-01-24 12:39:53,0,
5,Randi Ansyah,Sangat puas sekali,2023-10-15 13:21:26,0,
5,Boedi Santoso,sangat membantu,2025-05-19 08:54:55,0,
5,Adinanto Hanung (arman),Mantap membantu sekali,2024-02-02 06:31:39,0,
5,Sayyid Faqih Qudrotillah,Sangat membantu,2023-05-24 13:29:41,0,
5,Sandi rizki Chanel,Baguss sukses terus,2023-08-05 05:46:23,0,
5,Putri Isnawati,Apknya bagusssss<3,2022-12-21 09:56:07,0,
5,sastro manalu411,Sangat bermanfaat,2024-11-02 00:41:39,0,
5,tubagus ishak,Memudahkan dalam urusan peluang kerja,2024-07-16 23:23:00,0,
5,Nurul syifa siktiah Syifa,Terimah kasih banyak,2023-02-14 12:01:03,0,
5,Muhammad Fahmi,Sangat luar biasa,2023-03-22 03:03:05,0,
5,adi wirawan,Semakin lebih baik,2023-08-30 15:56:26,0,
5,Kang Andri Official,Keren aplikasinya 👍,2023-01-23 08:01:42,0,
5,Muh. Fahmi Adriansyah Prins,Sangat membantu,2022-12-22 08:37:54,0,
5,Irmandy Haroen,Semoga di terima kerja di Brunai darussalam yaa Alloh Aamiin,2024-12-01 10:56:06,0,
5,kardi -,sangat membantu,2023-01-24 12:52:02,0,
5,Edah suhaedah Es,Hak bisa di buka linknya,2024-04-18 12:15:01,0,
5,Kandar “Kandar”,Sangat membantu,2023-12-02 17:15:39,0,
5,Otilia Telaumbanua,Sangat bermanfaat,2023-08-15 07:03:45,0,
5,Yuyun Yuningsih,Bermanfaat sekali,2023-01-19 06:31:36,0,
5,restu Almaczumi,Sangat bermanfaat,2024-07-24 06:06:28,0,
5,Mohamad Syatibi,Sangat membantu,2023-05-04 09:33:44,0,
5,Riswan Fikri,Cocok buat pekerja TKI,2024-05-17 18:01:35,0,
5,Wina Dewi Kristianti,Alhamdulilah akun ini bermanfaat,2023-10-03 14:36:03,0,
5,Ayiieq Ujunk kulon,Sangat membantu,2023-02-27 03:44:11,0,
5,Dana Saputra,moga selalu sukses,2025-07-14 03:22:10,0,
5,THasan Ajah,Mungkin bisa memnantu saya,2023-01-09 03:58:30,0,
5,Fahri Rama,terimakasih info lowonganya,2023-01-05 06:45:48,0,
5,Marifah Kroya,Tidak bisa di buka,2023-04-19 22:37:22,0,
5,sunarto kasim,Terimakasih siap kerja,2023-06-09 05:52:18,0,
5,Muhamad Umar,Membantu banget,2023-02-03 04:00:19,0,
5,galuh Indriyani,Aplikasi ini loding,2023-10-30 10:45:39,0,
5,Nani Suhani,Penolong bagi yang mbutuhkan,2023-09-16 17:57:35,0,
5,SUHENDRA HENDRA,mantab membantu,2025-07-21 12:25:49,0,
5,Muhammad ilham,gg bang mantap jiwa,2023-06-14 05:48:14,0,
5,Sri Rahayu,Persensi siap kerja persensi Banjarnegara,2023-03-29 03:29:17,0,
5,Sifa putri,Aplikasi sngt bgs,2023-10-30 06:34:36,0,
5,Firdaus Firman,Saya ingin ikut pelatihan,2023-10-26 13:11:58,0,
5,Wilhelmus s gulo1997,semoga bermanfaat 🙏,2025-02-01 01:26:24,0,
5,Abi PANGESTU,BLK Klampok jaya jaya jaya,2025-02-12 04:39:21,0,
5,Nachts,Akun sudah ada,2025-03-03 01:37:35,0,
5,Yohana Lobo,Pengakuan gagal terus,2024-08-09 21:18:43,0,
5,Ayyashy Putri Inar,membantu sekali,2022-12-28 05:03:19,0,
5,Restia Hendraswati,Rumit tapi okelah,2024-04-25 08:40:48,0,
5,Suci Sihotang,Mantap dan Kece,2024-12-19 05:31:52,0,
5,Wiwi Manik,Pendidik negara,2023-12-01 01:17:12,0,
5,Fikal Anjenet,Baru pemakaian,2023-10-05 10:29:40,0,
5,Bapakku “ANDI Laoli” Andilaoli,ANDI L ANDI L,2024-08-07 11:48:21,0,
5,Wahyudin,Bertani sukses,2023-08-15 11:13:09,0,
5,Muhammad Feri,AMan dan terpercaya,2024-06-06 04:17:44,0,
5,Didot,Susah d buka,2023-06-19 16:35:23,0,
5,Achmad Anshori,ok,2025-04-05 15:56:44,0,
5,Ferry Ria,ok,2025-07-16 07:29:15,0,
5,Medi Sanjaya,mantul,2025-06-18 07:00:22,0,
5,Muhammad Iqbal (Ibal),mantapp,2025-05-16 13:08:06,0,
5,Moh. Amir Syarifuddin,mantaap,2025-07-01 04:12:02,0,
5,Risti Yanto,Bagus,2025-03-12 12:47:32,0,
5,Daryono,ok,2025-03-22 22:17:42,0,
5,Darius,lelet,2025-06-20 06:42:57,0,
5,Ferdinal Dinal,kurangg,2025-07-22 06:47:28,0,
5,ali romeng sianipar,mantap,2025-06-12 13:25:31,0,
5,Toni Axered,good,2025-05-20 23:12:44,0,
5,Alex Supriyadi,mantap,2025-05-20 06:51:46,0,
5,Ishak Lalenoh,Aplikasi Bagus,2025-05-01 02:18:18,0,
5,Ahyu Wahyuni,Sangat baik,2025-01-19 08:18:36,0,
5,Radul Channel,nyoba dulu,2025-04-09 08:13:19,0,
5,Yakobus Sampe,Loading lama,2025-04-08 05:26:59,0,
5,Elin Sumarlina,Mambantu bngt,2025-01-31 05:30:14,0,
5,Anto,Sangat membantu,2025-06-26 15:02:32,0,
5,khairus solihin,bagus sangat,2025-05-26 01:50:32,0,
5,Firman Hadi,sangat membantu,2025-06-24 07:13:41,0,
5,Hamami Mami,Okey josss,2025-03-17 05:10:57,0,
5,sustonius siagian,Good app,2025-02-21 15:22:23,0,
5,Subeah Beah,Ok bagus,2025-02-12 01:58:35,1,
5,Ahmad Zakir,Minta duit,2025-01-18 00:54:57,0,
5,Rita Zhizhi,👍👍👍,2025-04-26 22:34:45,0,
5,Hersa hUdin,👍👍👍,2025-03-17 18:49:18,0,
5,Hidaya Tullah,👍,2025-02-11 12:42:07,0,
5,likha chan,Good,2025-01-11 20:11:17,0,
5,Han nan,"Siap kerja memberikan banyak manfaat kepada para calon pekerja muda, terutama dibidang informasi dan teknologi mengikuti perkembangan zaman.",2024-06-11 07:02:02,2,
5,edy suyetno,"Terima kasih program pelatihan ini telah membantu dan menambah pengalaman tentang pengolahan ikan,salam sehat dan sukses selalu.",2024-07-21 01:39:48,0,
5,I'am sney,Alhamdulillah sedang berproses belajar di BLK. Insha Allah Lulus bisa trima sertifikat dan siap kerja. Aamiin,2024-06-27 00:52:56,0,
5,Arif Hidayah,ˢᵃⁿᵍᵃᵗ membantu,2024-04-30 23:56:20,0,
5,totokrp,ok. bagus 👍,2024-11-26 02:01:36,0,
5,bowo hadi,Ok. Sekaliboskuu,2024-05-21 18:04:06,0,
5,Sugi Yanto,Mantap,2024-05-20 05:47:03,0,
5,Bahran Giffari,Ok,2024-10-09 08:39:34,0,
5,Vivi Linzy,ok,2024-12-20 13:40:28,0,
5,maleakhi ludung jubeliel PAR M MBA,Bagus,2024-12-21 12:30:41,0,
5,Budi Prasetyo,Bagus,2024-12-16 01:59:58,0,
5,suhendar 81,Good,2024-10-07 02:14:08,0,
5,Maman Suherman,manfaat,2025-06-14 05:33:31,0,
5,Rochie Rafael,Bagus,2024-05-07 05:58:12,0,
5,Ilham Wiraputra,good,2024-09-03 14:15:34,0,
5,hestina windiyati,Good,2024-08-08 21:34:32,0,
5,Anty Moon,Bagus,2024-08-24 04:51:17,0,
5,VIEM4N channel,Mantap,2024-09-12 02:07:00,0,
5,Ratna Ayu,Bagus,2024-02-27 12:54:37,0,
5,Mike Wijaya,Mantap,2024-05-03 03:30:39,0,
5,SUJONO “Jon”,Mantaplah,2024-04-07 19:03:32,0,
5,Nafiri zeka polgar,mantap,2024-08-07 18:37:49,0,
5,Anggna Syahptra,MANTAP,2024-05-29 11:30:36,0,
5,agres hasyim,OK,2025-02-16 05:17:42,0,
5,Buya Luthfi Alqodiry,Bagus,2024-11-03 09:22:05,0,
5,MDY MADYANI,Top,2025-01-05 23:58:10,0,
5,Ian Xtc,Oke,2024-06-05 07:58:28,0,
5,Sondi Putra Silalahi,Terimakasih..,2024-10-10 03:07:57,0,
5,Sofyan Hidayat,"Baik,,",2024-08-22 00:21:40,0,
5,Aris Ali,Saya suka,2024-07-29 06:40:24,0,
5,Ben Wbr,Sangat bagus,2024-10-20 18:18:38,0,
5,Ahmad Sayuti,Aplikasi ok,2024-02-28 03:16:15,0,
5,zaenal abidin,Ok.,2024-07-15 01:37:49,0,
5,zent firmasyah,"tolong dipercepat untuk buka akunsiap kerja, kadang buka gak bisa gimana ini?",2024-01-16 07:54:37,0,
5,MEI GUSARA,Eror,2023-11-24 10:17:37,1,
5,Aji sukma Wijaya,Baik,2024-01-01 05:08:33,0,
5,Rudiantonius Pasaribu,Mantap,2024-06-26 19:52:56,0,
5,Jiro Petarukan,Mantap,2024-01-12 02:09:24,0,
5,Agus Setyanto,oke,2023-12-31 22:20:38,0,
5,Dhayut Hidayat,Bagus,2024-02-06 10:58:17,0,
5,Amel Putry,ok,2023-11-17 06:19:14,0,
5,AGOES PRASETYO,Bagus,2023-12-10 05:19:26,0,
5,Subekti Hartawan,Bagus.,2023-12-11 08:59:23,0,
5,Hardi yanto,Mantul 👍👍👍🙏,2024-03-05 12:03:23,0,
5,Ekky Rama,Sangat puas,2024-01-29 03:29:16,0,
5,Basz Tiann,Sangat bagus,2024-01-20 18:16:28,0,
5,Khasan Abrori,Mantap ws,2024-02-22 01:44:04,0,
5,Rico Ajah,Good job,2024-02-23 16:36:13,0,
5,Aqni Maulida Atmaji,❤❤,2024-01-23 01:27:54,0,
5,rahayu estiningtyas,"Alhamdulillah,,",2023-06-14 23:26:17,0,
5,Mr Han,Mantap,2023-07-04 19:06:00,0,
5,_alpns,Best,2023-07-26 11:43:09,0,
5,First Pos namaya Yoyoman Natasha,Out,2023-09-05 07:59:18,0,
5,Sepri Pandi,Bermanfaat,2024-07-14 09:33:57,0,
5,Rahasia Gratis,Mantap,2023-06-20 11:55:07,0,
5,Maulida Sari,Ok,2023-07-08 06:19:58,0,
5,Aruf Charuf,Ok,2023-08-22 03:14:03,0,
5,Yani nurhayati,Bagus,2023-07-11 07:21:01,0,
5,Johanes Liem,WOW,2023-10-18 08:39:55,0,
5,Afif Kamil,Ok,2023-08-24 21:26:08,0,
5,su keda,Good apk,2023-09-11 01:27:17,0,
5,Aman Khan,Sangat baik,2023-08-03 05:11:58,0,
5,M ICHSAN,Baik Sangat,2023-07-08 02:43:09,0,
5,Sulpandi Ari WiBowo,Sangat baik,2023-07-23 00:33:12,0,
5,Sapudin Asep,Wis oke,2023-08-19 10:31:43,0,
5,Ignatius Ivan Lumen,Sangat Baik,2023-06-25 22:48:48,0,
5,DENI HERDIAWAN,⭐⭐⭐⭐⭐,2023-08-17 09:40:24,0,
5,m 613566,Bagus,2023-05-25 05:10:46,0,
5,Indra Purnama,Bagus,2023-05-22 01:53:18,0,
5,Akbar Satu Akun ke 1 (Akbar),Bermanfaat,2023-04-11 07:24:33,0,
5,Febian Wibowo,Ok,2023-09-02 22:37:25,0,
5,Bobby •3,ok,2023-06-07 04:59:11,0,
5,Cahyono Andi Wibowo,Ok,2023-05-15 15:44:03,0,
5,Donirachman Harahap,Mantap,2023-02-21 21:27:11,0,
5,Dhyza ZC,bagus,2023-05-10 05:48:45,0,
5,Has Bia,Bagus,2023-06-07 09:01:22,0,
5,Suk Ron,Siap kerja,2023-06-18 05:44:02,0,
5,Naczha Cha,Love it,2023-03-06 03:34:16,0,
5,Rading Rading,Helful banged apknya,2022-12-27 09:48:38,0,
5,Yovita Lali,Terbaik,2022-12-14 04:53:39,0,
5,aji JR,bagus,2023-01-03 06:24:03,0,
5,Abaz Abdul,Good,2023-01-03 02:12:25,0,
5,Inka K. Natalia Siburian,Good,2023-01-17 10:30:52,0,
5,Faried Hidayat,Good,2023-01-18 14:46:12,0,
5,nur hidayah,Good,2022-11-09 21:27:25,0,
5,Heri Indarto,Bagus banget,2022-11-30 05:29:06,0,
5,Paska Lia,Oke banget,2022-12-08 03:59:01,0,
5,maman iyors17,Well played,2023-01-13 06:11:17,0,
5,AA - Tukang Junior,👍👍👍,2023-01-08 05:58:42,0,
5,Kurnia Ayu,"I., G5",2023-05-09 16:11:01,0,
5,Ari Sulistiyono,Dicoba,2022-10-20 15:48:29,2,
5,sangu sebastian,Top,2023-06-16 05:57:44,0,
5,Jamal Udin,Nice,2023-07-11 12:06:27,0,
5,Armitas Club,Bismillah,2023-04-14 06:23:15,0,
5,P!Ckk Rebellionross,Good,2023-03-23 21:10:46,0,
5,Safwan Safwann,Good,2025-01-26 12:24:32,0,
5,Rahmat Hidayat,Bagus,2023-01-30 23:59:16,0,
5,Natanael Simanjuntaka,Pop,2024-02-24 12:01:02,0,
5,hariono sby,bagus,2025-05-18 10:55:59,0,
5,Jodi jodijodi,bagus,2023-05-11 17:08:11,0,
5,Adi “achoet” Cahyadi,Good,2024-06-19 07:07:59,0,
5,Yudi Hw,Good,2023-01-02 00:34:05,0,
5,Juned Ned,Ok,2023-03-13 13:20:38,0,
5,Hari Hariyanto,Membantu,2025-02-24 06:42:22,0,
5,wike windoyoko,Jos,2023-03-01 23:44:54,0,
5,Arta Dwinata,Best,2023-09-01 07:25:37,0,
5,Pahri husaeni,bagus,2022-10-21 08:04:33,0,
5,Fauzi Kurniawan,Mantap,2024-09-03 09:34:36,0,
5,OM MaminK,luarbiasa,2023-07-07 04:21:55,0,
5,Hendri,bagus,2025-06-10 18:51:40,0,
5,Marzuki Zuki,Lelet,2023-06-21 05:54:32,0,
5,Sir Donda,okeee,2025-01-19 03:09:32,0,
5,panggih susanto,Ok,2022-11-12 09:52:16,0,
5,Riya Ajha,Di coba,2022-11-03 14:19:34,0,
5,Aulia Megaputri,Mantap,2024-10-01 05:16:24,0,
5,Umar Atam,Memuaskan,2022-11-09 10:21:30,0,
5,Moh Aminudib,Bagus,2022-11-04 14:24:37,1,
5,war tono,Mantap,2025-02-26 12:50:47,0,
5,raffi aripin,Alhamdulillah,2025-01-20 09:27:46,0,
5,Puncak Tanjuang Channel,Good,2023-06-23 14:11:49,0,
5,Rangga Putra,Ok,2023-07-06 13:27:24,0,
5,Nur Cholis,Keren,2023-08-09 13:14:38,0,
5,Day yat,Keren,2025-03-06 01:13:45,0,
5,Amin Zamroni,Mantap,2023-03-14 11:28:48,0,
5,Mujayanah Mutaqiah,Good,2022-11-23 00:41:01,0,
5,Muharif 94,Ok,2025-07-19 01:49:48,0,
5,Hasma,Bagus,2024-04-01 05:58:47,0,
5,"Muhammad Robert Mugabe, ST",Gasssssssssssss ....,2024-02-23 02:56:54,0,
5,Baqoeliwaksz43,Lo keren,2024-08-01 03:11:21,0,
5,La Ode AL Muchlas Irsyad Dedet,DEDET Hafiz,2024-07-07 14:51:38,0,
5,Yopi Aprian0804,Bagus banget,2023-05-07 11:47:00,0,
5,Natasya Aprillia,Oke deh,2023-06-08 03:37:25,0,
5,Hrn Hrn,Sangat bagus,2025-01-30 02:58:42,0,
5,Xetui Yhenk,No like,2025-01-21 07:20:09,0,
5,Yasin Agung Ribowo,bagus ok,2023-10-04 07:47:32,0,
5,Supardi Pardi,Untuk jadi hiburan,2025-03-12 22:07:36,0,
5,Helmi Ska,Bagus banget,2024-07-24 13:47:16,0,
5,mikael .badii1996,Aplikasi bkn,2023-03-10 02:23:57,0,
5,Putra sulsel,Good job,2022-11-07 04:21:07,0,
5,akmal farizd,.kk,2024-09-22 08:07:13,0,
5,Muhammad Efendy,♡♡,2024-08-07 11:32:01,0,
